source_url,brand,year,summary,sentiment,search_term,avg_comment_score,avg_post_score
https://www.superbowl-ads.com/universal-pictures-super-bowl-lix-2025-ad-how-to-train-your-dragon/,Universal Pictures,2025,"A live-action How to Train Your Dragon Super Bowl ad subverts expectations. Initially appearing serious and dramatic, it reveals a humorous twist. The Viking leader attempts to inspire his tribe with a rousing speech only to be interrupted by a modern production assistant who presents him with a stuffed Toothless toy. The leader struggles to connect with the dragon, finding it less intimidating than he imagined, prompting laughter and a lighthearted tone.","Humorous, unexpected",Universal Pictures Super Bowl 2025 ad,961.87,12530.3
https://www.superbowl-ads.com/universal-pictures-super-bowl-lix-2025-ad-how-to-train-your-dragon/,Universal Pictures,2025,"A live-action ""How to Train Your Dragon"" Super Bowl commercial showcases the beauty of dragons and their bond with humans. A young boy encounters a baby dragon in a serene forest and they form a heartwarming connection. Majestic scenes of dragons soaring through the sky and interacting with villagers emphasize the film's message of friendship and understanding. The ad concludes with the title card, prompting viewers to see the film.","Heartwarming, magical",Universal Pictures Super Bowl 2025 ad,961.87,12530.3
https://www.superbowl-ads.com/yahoo-super-bowl-lix-2025-ad-email-bill-murray/,Yahoo,2025,"Bill Murray relives Groundhog Day, but this time with a tech twist. He uses Yahoo Mail's AI-powered features to remember people's names, craft perfect email responses, and efficiently plan his day, transforming the repetitive day into a productive and engaging experience. The ad highlights how Yahoo Mail can make everyday life easier and more enjoyable by leveraging intelligent tools.","Humorous, Clever",Yahoo Super Bowl 2025 ad,1114.7391304347825,19259.760869565216
https://www.superbowl-ads.com/yahoo-super-bowl-lix-2025-ad-email-bill-murray/,Yahoo,2025,"Bill Murray relives a series of disastrous Groundhog Days, each escalating in absurdity. He tries various methods to escape the time loop, from outlandish stunts to quiet contemplation. Eventually, he discovers Yahoo Mail, which allows him to organize his life and break free from the repetitive cycle. He is finally able to move on and change his day, all thanks to Yahoo.","Humorous, Engaging",Yahoo Super Bowl 2025 ad,1114.7391304347825,19259.760869565216
https://www.superbowl-ads.com/nerdwallet-super-bowl-lix-2025-ad-genius-beluga/,NerdWallet,2025,"A beluga whale, inexplicably genius, advises people on financial decisions using NerdWallet. People seek out the whale for its expertise, highlighting NerdWallet as a source of smart financial advice. The ad emphasizes making informed choices with NerdWallet's tools and resources, portraying financial literacy in a humorous and memorable way.","Humorous, clever",NerdWallet Super Bowl 2025 ad,3081.85,16716.333333333332
https://www.superbowl-ads.com/nerdwallet-super-bowl-lix-2025-ad-genius-beluga/,NerdWallet,2025,"A beluga whale, named Genius, provides financial advice in response to everyday money questions. The humorous spot showcases NerdWallet as a helpful resource for financial guidance. People pose questions like ""Should I buy a boat?"" and Genius offers witty, yet practical, solutions. The commercial aims to position NerdWallet as accessible and relatable, demystifying finance for a broad audience through the unlikely character of a talking beluga.","Humorous, Informative",NerdWallet Super Bowl 2025 ad,3081.85,16716.333333333332
https://www.superbowl-ads.com/homes-com-super-bowl-lix-2025-ad-still-not-saying-were-the-best/,Homes.com,2025,"A humorous commercial featuring Dan Levy discussing Homes.com's features. Despite acknowledging improvements and a user-friendly interface, Levy refuses to declare Homes.com the ""best"" outright, citing personal aversion to the word. He highlights their commitment to ongoing improvement and user satisfaction.","Humorous, quirky",Homes.com Super Bowl 2025 ad,689.695,2273.85
https://www.superbowl-ads.com/homes-com-super-bowl-lix-2025-ad-still-not-saying-were-the-best/,Homes.com,2025,"Dan Levy hosts a Super Bowl party at his extravagant home, emphasizing Homes.com's refusal to claim they're the best. Instead, they focus on demonstrating how they can help people find the right home. He is joined by Heidi Gardner and other guests in the home, enjoying the festivities and touting the site's benefits for users.","Humorous, self-aware",Homes.com Super Bowl 2025 ad,689.695,2273.85
https://www.superbowl-ads.com/bud-light-super-bowl-lix-2025-ad-big-men-on-cul-de-sac/,Bud Light,2025,"A group of stereotypically large and intimidating men, who are neighborhood dads, engage in comically sensitive and supportive behavior on their suburban cul-de-sac. They share Bud Lights while creating a safe space for emotions and sharing feelings, challenging their tough exterior with surprising vulnerability.","Humorous, heartwarming",Bud Light Super Bowl 2025 ad,1164.7727272727273,20135.484848484848
https://www.superbowl-ads.com/bud-light-super-bowl-lix-2025-ad-big-men-on-cul-de-sac/,Bud Light,2025,"A group of suburban dads transforms an ordinary cul-de-sac into an extreme sports playground, complete with ramps, jumps, and obstacles, all fueled by Bud Light. They perform ridiculous stunts, showcasing their playful competitiveness and camaraderie while enjoying the beer. The over-the-top antics highlight the idea that Bud Light makes any gathering more fun and exciting.","Humorous, playful",Bud Light Super Bowl 2025 ad,1164.7727272727273,20135.484848484848
https://www.superbowl-ads.com/jeep-super-bowl-lix-2025-ad-with-harrison-ford-owners-manual/,Jeep,2025,"Harrison Ford reprises his rugged, adventurous persona, humorously reading passages from a Jeep owner's manual. He connects specific features and capabilities to real-world scenarios faced by Jeep owners, emphasizing the vehicle's reliability and ability to handle any challenge. The ad concludes with a celebration of the Jeep community and the spirit of adventure.","Humorous, adventurous",Jeep Super Bowl 2025 ad,1885.3181818181818,12286.045454545454
https://www.superbowl-ads.com/jeep-super-bowl-lix-2025-ad-with-harrison-ford-owners-manual/,Jeep,2025,"Harrison Ford narrates a humorous yet informative commercial about Jeep's capabilities. He emphasizes using the owner's manual to fully understand and utilize Jeep features. Various Jeep owners are shown engaging in diverse activities, from off-roading to everyday tasks. The ad subtly highlights safety and performance while promoting the joy of Jeep ownership.","Humorous, Informative",Jeep Super Bowl 2025 ad,1885.3181818181818,12286.045454545454
https://www.superbowl-ads.com/uber-eats-super-bowl-lix-2025-ad-a-century-of-cravings/,Uber Eats,2025,"The Uber Eats Super Bowl ad celebrates 100 years of cravings, showcasing how food desires have evolved from historical oddities to modern favorites. It cleverly connects past food trends with contemporary delivery, highlighting the enduring power of food cravings across generations and implying Uber Eats can satisfy any craving, no matter how unusual.","Humorous, Nostalgic",Uber Eats Super Bowl 2025 ad,520.6923076923077,728.0
https://www.superbowl-ads.com/uber-eats-super-bowl-lix-2025-ad-a-century-of-cravings/,Uber Eats,2025,"Uber Eats envisions its centennial in 2125, highlighting future food trends like ""space dust"" and edible gadgets. The commercial depicts futuristic delivery methods, including teleportation and drone swarms, humorously showcasing the evolution of food delivery. It suggests that even a century from now, Uber Eats will still be fulfilling cravings, no matter how outlandish they become.","Humorous, Optimistic",Uber Eats Super Bowl 2025 ad,520.6923076923077,728.0
https://www.superbowl-ads.com/bosch-super-bowl-lix-2025-ad-the-more-you-bosch/,Bosch,2025,"A woman, overwhelmed by life's daily challenges, declares ""I need a Bosch!"" The commercial then showcases various Bosch appliances and tools seamlessly solving everyday problems – from cooking mishaps to DIY projects. The ad humorously demonstrates how Bosch products can simplify and improve life, suggesting that ""the more you Bosch,"" the better your life becomes.","Humorous, relatable",Bosch Super Bowl 2025 ad,857.9,14766.0
https://www.superbowl-ads.com/bosch-super-bowl-lix-2025-ad-the-more-you-bosch/,Bosch,2025,"A woman expresses gratitude for her Bosch appliances, leading to humorous scenarios where she overuses the word ""Bosch"" in everyday conversations. Her friends and family become increasingly annoyed as she integrates ""Bosch"" into unexpected contexts, highlighting the brand's pervasiveness and her enthusiastic endorsement. The commercial ends with her realizing her obsession and acknowledging it can be a bit much.","Humorous, memorable",Bosch Super Bowl 2025 ad,857.9,14766.0
https://www.superbowl-ads.com/t-mobile-starlink-super-bowl-lix-2025-ad-a-new-era-in-connectivity/,T-Mobile,2025,"The T-Mobile Super Bowl commercial features a partnership with Starlink, highlighting a new era of connectivity. The ad humorously depicts unreliable satellite internet service contrasted with the reliability and widespread coverage offered by the T-Mobile/Starlink collaboration. It promises seamless connectivity even in remote locations.","Humorous, Promising",T-Mobile Super Bowl 2025 ad,18.8,468.0
https://www.superbowl-ads.com/t-mobile-starlink-super-bowl-lix-2025-ad-a-new-era-in-connectivity/,T-Mobile,2025,"The T-Mobile Super Bowl commercial features a humorous collaboration with Starlink, poking fun at the challenges of connecting to the internet in remote areas. It highlights the upcoming integration of T-Mobile's cellular service with Starlink's satellite internet, promising to solve connectivity issues, especially in rural locations. The ad uses comedic scenarios to showcase frustrating moments of disconnection, emphasizing the value of seamless communication powered by this partnership.","Humorous, Promising",T-Mobile Super Bowl 2025 ad,18.8,468.0
https://www.superbowl-ads.com/meta-ray-ban-super-bowl-lix-2025-ad-art-prank-gone-wrong/,Meta/Ray-Ban,2025,"A street artist uses Meta/Ray-Ban smart glasses to prank people by replacing their artwork with absurd images. The prank escalates when he swaps out a valuable painting in an art gallery, leading to chaos and his potential arrest. The commercial highlights the augmented reality capabilities of the glasses and their potential for both entertainment and mischief.","Humorous, Chaotic",Meta/Ray-Ban Super Bowl 2025 ad,2267.7440476190477,13868.607142857143
https://www.superbowl-ads.com/meta-ray-ban-super-bowl-lix-2025-ad-art-prank-gone-wrong/,Meta/Ray-Ban,2025,"In a Super Bowl LIX commercial, a group uses Meta's Ray-Ban smart glasses to execute an elaborate art prank. They swap out a museum's prized painting with a ridiculous, homemade version, all while documenting the reactions. The prank quickly spirals out of control, causing chaos and hilarity as museum staff and visitors try to figure out what's happening. The glasses capture every moment, highlighting their capabilities.","Humorous, chaotic",Meta/Ray-Ban Super Bowl 2025 ad,2267.7440476190477,13868.607142857143
https://www.superbowl-ads.com/skechers-super-bowl-lix-2025-ad-with-andy-reid/,Skechers,2025,"Coach Andy Reid relaxes at home, showcasing the comfort of Skechers Arch Fit shoes. He casually answers phone calls, including one from Mr. T, while enjoying the ease of his footwear. He is seen grilling and generally enjoying retirement in comfort.","Humorous, comfortable",Skechers Super Bowl 2025 ad,1.25,8.3125
https://www.superbowl-ads.com/skechers-super-bowl-lix-2025-ad-with-andy-reid/,Skechers,2025,"Coach Andy Reid, known for his love of cheeseburgers, endorses Skechers Hands Free Slip-ins in this Super Bowl ad. He effortlessly slips on his Skechers while enjoying a massive cheeseburger. The commercial humorously highlights the convenience and comfort of the shoes, showing Reid moving quickly and comfortably on the football field and beyond, never having to bend down to tie or fuss with laces, all while juggling his love for cheeseburgers and coaching.","Humorous, Lighthearted",Skechers Super Bowl 2025 ad,1.25,8.3125
https://www.superbowl-ads.com/fanduel-super-bowl-lix-2025-ad-the-kick-of-destiny-3-recap-of-eli-vs-peyton-manning/,FanDuel,2025,"The commercial recaps Eli Manning's two past ""Kick of Destiny"" attempts for FanDuel, one successful and one unsuccessful, against his brother Peyton. It sets up a third attempt for Super Bowl LIX (59), implying another chance for Eli to kick the field goal and viewers to win money if he succeeds.","Humorous, Anticipatory",FanDuel Super Bowl 2025 ad,437.76,3110.2
https://www.superbowl-ads.com/fanduel-super-bowl-lix-2025-ad-the-kick-of-destiny-3-recap-of-eli-vs-peyton-manning/,FanDuel,2025,"The commercial recaps Eli and Peyton Manning's previous ""Kick of Destiny"" Super Bowl ads, highlighting the build-up and Eli's past missed field goal. It sets the stage for a third attempt, teasing the upcoming Kick of Destiny 3 during the Super Bowl LIX broadcast. The ad focuses on the rivalry and the anticipation of whether Eli will finally make the kick.","Humorous, Anticipatory",FanDuel Super Bowl 2025 ad,437.76,3110.2
https://www.superbowl-ads.com/cirkul-super-bowl-lix-2025-ad-you-got-cirkul/,Cirkul,2025,"The Cirkul Super Bowl ad uses humor to showcase its customizable beverage system. A diverse group of people are shown enjoying various Cirkul flavors, emphasizing the ability to personalize drinks to individual tastes. The ad aims to highlight the convenience and wide range of flavor options Cirkul offers, contrasting it with bland or boring alternatives. The slogan ""You Got Cirkul"" reinforces the message of having a personalized and enjoyable hydration experience.","Humorous, Appealing",Cirkul Super Bowl 2025 ad,2982.6612903225805,16177.935483870968
https://www.superbowl-ads.com/cirkul-super-bowl-lix-2025-ad-you-got-cirkul/,Cirkul,2025,"Cirkul's Super Bowl ad features a whimsical, animated world where bland beverages are banished. Characters eagerly embrace Cirkul's customizable flavors, highlighting the brand's promise of personalizing hydration and turning ordinary water into an exciting experience. The commercial emphasizes Cirkul's innovative approach to flavored water.","Playful, Energetic",Cirkul Super Bowl 2025 ad,2982.6612903225805,16177.935483870968
https://www.superbowl-ads.com/paramount-pictures-super-bowl-lix-2025-ad-novocaine-with-jack-quaid-amber-midthunder-ray-nicholson-jacob-batalon/,Paramount Pictures,2025,"Jack Quaid, Amber Midthunder, Ray Nicholson, and Jacob Batalon experience the numbing effects of Novocaine while promoting Paramount+ properties. They become increasingly silly and unfazed by unusual occurrences happening around them, showcasing the absurd and entertaining content available on the streaming service. The ad highlights various Paramount+ characters and worlds in a comical and unexpected way.","Humorous, Absurd, Entertaining",Paramount Pictures Super Bowl 2025 ad,1286.53,14297.3
https://www.superbowl-ads.com/paramount-pictures-super-bowl-lix-2025-ad-novocaine-with-jack-quaid-amber-midthunder-ray-nicholson-jacob-batalon/,Paramount Pictures,2025,"A dentist's office turns chaotic. Jack Quaid is a nervous patient getting novocaine, Amber Midthunder is a concerned assistant, Ray Nicholson is the nonchalant dentist, and Jacob Batalon plays another patient. The novocaine kicks in *hard*, warping Quaid's perception and leading to humorous visual distortions and sound effects reminiscent of the film ""Nope"". The absurdity highlights Paramount's upcoming movies, promising a similarly wild ride for viewers.","Humorous, chaotic",Paramount Pictures Super Bowl 2025 ad,1286.53,14297.3
https://www.superbowl-ads.com/godaddy-super-bowl-lix-2025-ad-social-slickness/,GoDaddy,2025,"GoDaddy's Super Bowl commercial features a quirky small business owner overwhelmed by the demands of social media. He hilariously struggles to create engaging content, leading to comical mishaps. GoDaddy steps in to offer a user-friendly platform, helping him effortlessly manage his online presence and grow his business without the social media stress.","Humorous, relatable",GoDaddy Super Bowl 2025 ad,1939.01,10841.35
https://www.superbowl-ads.com/godaddy-super-bowl-lix-2025-ad-social-slickness/,GoDaddy,2025,"A group of business owners use social media to their advantage, showcasing how GoDaddy can help them build a professional online presence. They demonstrate how GoDaddy tools like website builders, social media marketing, and online advertising can lead to increased sales and overall success for their businesses. The commercial emphasizes GoDaddy's role in empowering entrepreneurs to thrive in the digital age through slick social media integration.","Empowering, Humorous",GoDaddy Super Bowl 2025 ad,1939.01,10841.35
